#----------------------------------------------------------------------------------------------------------------------------------------------------------
# Output file for vampire simulation
#   time       : 2024-06-26 16:48:52     process id : 71777
#   hostname   : n-hpc-cb1
#   path       : /work/friweber/vampire
#   version    : 6.0.0
#   githash    : 98bd1f7a383e44e7fc680aecd1f09e217a925ed1
#----------------------------------------------------------------------------------------------------------------------------------------------------------
1e-13      	300        	0.880564   	
2e-13      	300        	0.85031    	
3e-13      	300        	0.837565   	
4e-13      	300        	0.830212   	
5e-13      	300        	0.824505   	
6e-13      	300        	0.822543   	
7e-13      	300        	0.820495   	
8e-13      	300        	0.819216   	
9e-13      	300        	0.816774   	
1e-12      	300        	0.81595    	
1.05e-12   	300        	0.815785   	
1.1e-12    	300        	0.815462   	
1.15e-12   	300        	0.813898   	
1.2e-12    	300        	0.8157     	
1.25e-12   	300        	0.814544   	
1.3e-12    	300        	0.811775   	
1.35e-12   	300        	0.811671   	
1.4e-12    	300        	0.812339   	
1.45e-12   	300        	0.812312   	
1.5e-12    	300        	0.8123     	
1.55e-12   	300        	0.811758   	
1.6e-12    	300        	0.810301   	
1.65e-12   	300        	0.809761   	
1.7e-12    	300        	0.809518   	
1.75e-12   	300        	0.808272   	
1.8e-12    	300        	0.809601   	
1.85e-12   	300        	0.808048   	
1.9e-12    	300        	0.809766   	
1.95e-12   	300        	0.810853   	
2e-12      	300        	0.810243   	
2.05e-12   	300        	0.810226   	
2.1e-12    	300        	0.810154   	
2.15e-12   	300        	0.812404   	
2.2e-12    	300        	0.81192    	
2.25e-12   	300        	0.812287   	
2.3e-12    	300        	0.812542   	
2.35e-12   	300        	0.811804   	
2.4e-12    	300        	0.811827   	
2.45e-12   	300        	0.81188    	
2.5e-12    	300        	0.811428   	
2.55e-12   	300        	0.810122   	
2.6e-12    	300        	0.809654   	
2.65e-12   	300        	0.809435   	
2.7e-12    	300        	0.810794   	
2.75e-12   	300        	0.81104    	
2.8e-12    	300        	0.810587   	
2.85e-12   	300.39     	0.809876   	
2.9e-12    	316.97     	0.806782   	
2.95e-12   	424.73     	0.790343   	
3e-12      	651.81     	0.734424   	
3.05e-12   	842.38     	0.644763   	
3.1e-12    	842.72     	0.562532   	
3.15e-12   	761.05     	0.512083   	
3.2e-12    	693.48     	0.485175   	
3.25e-12   	643.95     	0.476577   	
3.3e-12    	610.5      	0.474531   	
3.35e-12   	587.49     	0.477604   	
3.4e-12    	565.43     	0.478888   	
3.45e-12   	548.77     	0.486007   	
3.5e-12    	532.24     	0.496243   	
3.55e-12   	517.84     	0.506047   	
3.6e-12    	505.8      	0.516613   	
3.65e-12   	495.72     	0.528941   	
3.7e-12    	487.4      	0.536123   	
3.75e-12   	480.76     	0.551142   	
3.8e-12    	475.38     	0.561992   	
3.85e-12   	471.53     	0.571656   	
3.9e-12    	467.69     	0.578675   	
3.95e-12   	465.01     	0.587631   	
4e-12      	462.85     	0.592566   	
4.05e-12   	461.15     	0.597579   	
4.1e-12    	459.8      	0.602452   	
4.15e-12   	458.72     	0.605342   	
4.2e-12    	457.88     	0.610744   	
4.25e-12   	457.18     	0.616006   	
4.3e-12    	456.59     	0.621434   	
4.35e-12   	456.11     	0.623781   	
4.4e-12    	455.71     	0.625453   	
4.45e-12   	455.36     	0.628122   	
4.5e-12    	455.07     	0.629994   	
4.55e-12   	454.81     	0.632551   	
4.6e-12    	454.55     	0.637738   	
4.65e-12   	454.33     	0.637785   	
4.7e-12    	454.13     	0.637567   	
4.75e-12   	453.94     	0.639194   	
4.8e-12    	453.76     	0.642464   	
4.85e-12   	453.6      	0.642413   	
4.9e-12    	453.43     	0.644583   	
4.95e-12   	453.27     	0.64607    	
5e-12      	453.12     	0.6479     	
5.05e-12   	452.97     	0.649576   	
5.1e-12    	452.82     	0.65173    	
5.15e-12   	452.68     	0.65237    	
5.2e-12    	452.53     	0.654088   	
5.25e-12   	452.39     	0.656707   	
5.3e-12    	452.25     	0.657991   	
5.35e-12   	452.12     	0.659106   	
5.4e-12    	451.98     	0.65861    	
5.45e-12   	451.85     	0.657327   	
5.5e-12    	451.72     	0.657448   	
5.55e-12   	451.6      	0.659036   	
5.6e-12    	451.46     	0.658249   	
5.65e-12   	451.33     	0.662856   	
5.7e-12    	451.21     	0.663244   	
5.75e-12   	451.08     	0.662283   	
5.8e-12    	450.95     	0.662379   	
5.85e-12   	450.83     	0.664897   	
5.9e-12    	450.7      	0.663097   	
5.95e-12   	450.58     	0.663734   	
6e-12      	450.46     	0.662098   	
6.05e-12   	450.34     	0.663699   	
6.1e-12    	450.22     	0.66528    	
6.15e-12   	450.1      	0.666359   	
6.2e-12    	449.99     	0.664453   	
6.25e-12   	449.87     	0.666105   	
6.3e-12    	449.76     	0.664568   	
6.35e-12   	449.64     	0.664647   	
6.4e-12    	449.53     	0.664081   	
6.45e-12   	449.42     	0.663248   	
6.5e-12    	449.3      	0.665295   	
6.55e-12   	449.19     	0.665505   	
6.6e-12    	449.08     	0.668156   	
6.65e-12   	448.97     	0.66835    	
6.7e-12    	448.87     	0.670351   	
6.75e-12   	448.76     	0.669816   	
6.8e-12    	448.65     	0.669872   	
6.85e-12   	448.55     	0.669213   	
6.9e-12    	448.44     	0.670425   	
6.95e-12   	448.33     	0.670169   	
7e-12      	448.23     	0.66758    	
7.05e-12   	448.13     	0.666908   	
7.1e-12    	448.03     	0.666571   	
7.15e-12   	447.92     	0.666022   	
7.2e-12    	447.82     	0.66514    	
7.25e-12   	447.72     	0.666943   	
7.3e-12    	447.62     	0.67011    	
7.35e-12   	447.52     	0.669731   	
7.4e-12    	447.43     	0.669247   	
7.45e-12   	447.33     	0.668182   	
7.5e-12    	447.23     	0.667726   	
7.55e-12   	447.13     	0.669193   	
7.6e-12    	447.04     	0.67008    	
7.65e-12   	446.94     	0.672626   	
7.7e-12    	446.85     	0.671458   	
7.75e-12   	446.75     	0.671968   	
7.8e-12    	446.66     	0.672101   	
7.85e-12   	446.57     	0.671938   	
7.9e-12    	446.48     	0.669639   	
7.95e-12   	446.38     	0.671428   	
8e-12      	446.3      	0.672718   	
8.05e-12   	446.2      	0.671869   	
8.1e-12    	446.11     	0.67361    	
8.15e-12   	446.02     	0.674683   	
8.2e-12    	445.94     	0.672824   	
8.25e-12   	445.85     	0.672154   	
8.3e-12    	445.76     	0.675084   	
8.35e-12   	445.67     	0.67172    	
8.4e-12    	445.58     	0.669967   	
8.45e-12   	445.5      	0.673351   	
8.5e-12    	445.41     	0.67364    	
8.55e-12   	445.33     	0.671415   	
8.6e-12    	445.24     	0.672273   	
8.65e-12   	445.16     	0.673332   	
8.7e-12    	445.07     	0.673454   	
8.75e-12   	444.99     	0.671633   	
8.8e-12    	444.91     	0.671703   	
8.85e-12   	444.83     	0.671991   	
8.9e-12    	444.74     	0.675924   	
8.95e-12   	444.66     	0.674849   	
9e-12      	444.58     	0.675926   	
9.05e-12   	444.5      	0.675963   	
9.1e-12    	444.42     	0.675013   	
9.15e-12   	444.34     	0.679296   	
9.2e-12    	444.26     	0.677935   	
9.25e-12   	444.18     	0.675712   	
9.3e-12    	444.11     	0.673718   	
9.35e-12   	444.03     	0.673995   	
9.4e-12    	443.95     	0.67557    	
9.45e-12   	443.88     	0.671549   	
9.5e-12    	443.8      	0.673381   	
9.55e-12   	443.72     	0.674626   	
9.6e-12    	443.65     	0.676658   	
9.65e-12   	443.57     	0.674656   	
9.7e-12    	443.5      	0.674934   	
9.75e-12   	443.42     	0.673089   	
9.8e-12    	443.35     	0.671698   	
9.85e-12   	443.27     	0.673741   	
9.9e-12    	443.2      	0.674067   	
9.95e-12   	443.13     	0.672351   	
1e-11      	443.05     	0.67508    	
1.005e-11  	442.98     	0.672246   	
1.01e-11   	442.91     	0.670614   	
1.015e-11  	442.84     	0.672359   	
1.02e-11   	442.76     	0.672921   	
1.025e-11  	442.69     	0.673467   	
1.03e-11   	442.62     	0.672518   	
1.035e-11  	442.55     	0.672714   	
1.04e-11   	442.48     	0.673288   	
1.045e-11  	442.41     	0.672224   	
1.05e-11   	442.34     	0.672926   	
1.055e-11  	442.27     	0.673872   	
1.06e-11   	442.2      	0.674876   	
1.065e-11  	442.13     	0.672592   	
1.07e-11   	442.06     	0.673387   	
1.075e-11  	442        	0.67426    	
1.08e-11   	441.93     	0.672128   	
1.085e-11  	441.86     	0.673959   	
1.09e-11   	441.79     	0.675015   	
1.095e-11  	441.73     	0.676083   	
1.1e-11    	441.66     	0.676528   	
1.105e-11  	441.59     	0.676891   	
1.11e-11   	441.53     	0.678482   	
1.115e-11  	441.46     	0.681726   	
1.12e-11   	441.4      	0.680733   	
1.125e-11  	441.33     	0.681394   	
1.13e-11   	441.27     	0.682254   	
1.135e-11  	441.21     	0.681943   	
1.14e-11   	441.14     	0.681596   	
1.145e-11  	441.07     	0.678784   	
1.15e-11   	441.02     	0.678453   	
1.155e-11  	440.95     	0.679507   	
1.16e-11   	440.88     	0.683923   	
1.165e-11  	440.82     	0.683972   	
1.17e-11   	440.76     	0.681863   	
1.175e-11  	440.69     	0.679807   	
1.18e-11   	440.63     	0.681492   	
1.185e-11  	440.57     	0.68053    	
1.19e-11   	440.51     	0.680524   	
1.195e-11  	440.44     	0.680515   	
1.2e-11    	440.38     	0.679549   	
1.205e-11  	440.32     	0.680782   	
1.21e-11   	440.26     	0.679448   	
1.215e-11  	440.2      	0.680922   	
1.22e-11   	440.14     	0.682631   	
1.225e-11  	440.08     	0.681667   	
1.23e-11   	440.02     	0.683762   	
1.235e-11  	439.96     	0.682571   	
1.24e-11   	439.9      	0.685249   	
1.245e-11  	439.84     	0.682638   	
1.25e-11   	439.78     	0.685391   	
1.255e-11  	439.73     	0.682594   	
1.26e-11   	439.67     	0.683115   	
1.265e-11  	439.61     	0.678799   	
1.27e-11   	439.55     	0.680111   	
1.275e-11  	439.49     	0.681575   	
1.28e-11   	439.44     	0.682772   	
1.285e-11  	439.38     	0.679474   	
1.29e-11   	439.32     	0.678819   	
1.295e-11  	439.27     	0.677866   	
1.3e-11    	439.21     	0.679317   	
1.305e-11  	439.15     	0.681618   	
1.31e-11   	439.1      	0.682701   	
1.315e-11  	439.04     	0.682236   	
1.32e-11   	438.99     	0.682067   	
1.325e-11  	438.93     	0.68222    	
1.33e-11   	438.87     	0.681422   	
1.335e-11  	438.82     	0.683894   	
1.34e-11   	438.76     	0.683376   	
1.345e-11  	438.71     	0.684713   	
1.35e-11   	438.66     	0.683732   	
1.355e-11  	438.6      	0.682767   	
1.36e-11   	438.55     	0.683861   	
1.365e-11  	438.49     	0.683443   	
1.37e-11   	438.44     	0.681946   	
1.375e-11  	438.39     	0.683054   	
1.38e-11   	438.33     	0.684066   	
1.385e-11  	438.28     	0.682667   	
1.39e-11   	438.23     	0.68019    	
1.395e-11  	438.17     	0.681074   	
1.4e-11    	438.12     	0.680561   	
1.405e-11  	438.07     	0.679751   	
1.41e-11   	438.02     	0.681962   	
1.415e-11  	437.96     	0.682483   	
1.42e-11   	437.91     	0.680669   	
1.425e-11  	437.86     	0.681507   	
1.43e-11   	437.81     	0.682235   	
1.435e-11  	437.76     	0.681105   	
1.44e-11   	437.71     	0.683834   	
1.445e-11  	437.66     	0.684991   	
1.45e-11   	437.6      	0.685204   	
1.455e-11  	437.55     	0.684313   	
1.46e-11   	437.5      	0.68371    	
1.465e-11  	437.45     	0.685089   	
1.47e-11   	437.4      	0.681809   	
1.475e-11  	437.35     	0.680985   	
1.48e-11   	437.3      	0.68239    	
1.485e-11  	437.25     	0.681162   	
1.49e-11   	437.2      	0.681708   	
1.495e-11  	437.15     	0.682481   	
1.5e-11    	437.1      	0.682277   	
1.505e-11  	437.05     	0.682595   	
1.51e-11   	437.01     	0.683397   	
1.515e-11  	436.96     	0.682829   	
1.52e-11   	436.91     	0.681928   	
1.525e-11  	436.86     	0.681745   	
1.53e-11   	436.81     	0.68154    	
1.535e-11  	436.76     	0.681392   	
1.54e-11   	436.72     	0.680944   	
1.545e-11  	436.67     	0.682744   	
1.55e-11   	436.62     	0.680649   	
1.555e-11  	436.57     	0.680133   	
1.56e-11   	436.53     	0.679108   	
1.565e-11  	436.48     	0.680104   	
1.57e-11   	436.43     	0.676821   	
1.575e-11  	436.39     	0.677335   	
1.58e-11   	436.34     	0.67832    	
1.585e-11  	436.29     	0.678687   	
1.59e-11   	436.25     	0.678521   	
1.595e-11  	436.2      	0.680249   	
1.6e-11    	436.15     	0.679884   	
1.605e-11  	436.11     	0.680933   	
1.61e-11   	436.06     	0.678352   	
1.615e-11  	436.02     	0.678957   	
1.62e-11   	435.97     	0.678959   	
1.625e-11  	435.92     	0.681027   	
1.63e-11   	435.88     	0.683957   	
1.635e-11  	435.83     	0.681378   	
1.64e-11   	435.79     	0.680354   	
1.645e-11  	435.75     	0.681741   	
1.65e-11   	435.7      	0.683958   	
1.655e-11  	435.65     	0.686218   	
1.66e-11   	435.61     	0.684795   	
1.665e-11  	435.56     	0.685326   	
1.67e-11   	435.52     	0.683854   	
1.675e-11  	435.48     	0.684101   	
1.68e-11   	435.43     	0.683155   	
1.685e-11  	435.38     	0.688616   	
1.69e-11   	435.34     	0.686499   	
1.695e-11  	435.3      	0.685967   	
1.7e-11    	435.25     	0.686513   	
1.705e-11  	435.21     	0.686343   	
1.71e-11   	435.16     	0.688058   	
1.715e-11  	435.12     	0.68764    	
1.72e-11   	435.08     	0.686288   	
1.725e-11  	435.03     	0.686608   	
1.73e-11   	434.99     	0.684265   	
1.735e-11  	434.95     	0.683989   	
1.74e-11   	434.9      	0.684523   	
1.745e-11  	434.86     	0.683628   	
1.75e-11   	434.82     	0.683689   	
1.755e-11  	434.78     	0.686671   	
1.76e-11   	434.73     	0.687177   	
1.765e-11  	434.69     	0.687026   	
1.77e-11   	434.65     	0.685975   	
1.775e-11  	434.61     	0.684789   	
1.78e-11   	434.56     	0.684019   	
1.785e-11  	434.52     	0.683385   	
1.79e-11   	434.48     	0.686903   	
1.795e-11  	434.44     	0.685352   	
1.8e-11    	434.4      	0.683304   	
1.805e-11  	434.35     	0.683932   	
1.81e-11   	434.31     	0.684964   	
1.815e-11  	434.27     	0.685049   	
1.82e-11   	434.23     	0.687758   	
1.825e-11  	434.19     	0.688155   	
1.83e-11   	434.15     	0.68836    	
1.835e-11  	434.11     	0.687204   	
1.84e-11   	434.07     	0.684175   	
1.845e-11  	434.03     	0.682926   	
1.85e-11   	433.98     	0.682843   	
1.855e-11  	433.94     	0.684081   	
1.86e-11   	433.9      	0.683783   	
1.865e-11  	433.86     	0.68433    	
1.87e-11   	433.82     	0.68407    	
1.875e-11  	433.78     	0.685012   	
1.88e-11   	433.74     	0.685912   	
1.885e-11  	433.7      	0.686052   	
1.89e-11   	433.66     	0.688549   	
1.895e-11  	433.62     	0.688847   	
1.9e-11    	433.58     	0.68953    	
1.905e-11  	433.54     	0.689185   	
1.91e-11   	433.5      	0.687749   	
1.915e-11  	433.46     	0.690625   	
1.92e-11   	433.43     	0.687414   	
1.925e-11  	433.39     	0.687631   	
1.93e-11   	433.35     	0.686647   	
1.935e-11  	433.31     	0.687641   	
1.94e-11   	433.27     	0.687768   	
1.945e-11  	433.23     	0.686845   	
1.95e-11   	433.19     	0.688213   	
1.955e-11  	433.15     	0.685783   	
1.96e-11   	433.11     	0.685817   	
1.965e-11  	433.07     	0.685464   	
1.97e-11   	433.04     	0.683611   	
1.975e-11  	433        	0.683109   	
1.98e-11   	432.96     	0.683957   	
1.985e-11  	432.92     	0.687769   	
1.99e-11   	432.89     	0.691515   	
1.995e-11  	432.85     	0.691019   	
2e-11      	432.81     	0.689608   	
2.005e-11  	432.77     	0.691341   	
2.01e-11   	432.73     	0.691308   	
2.015e-11  	432.7      	0.691474   	
2.02e-11   	432.66     	0.688241   	
2.025e-11  	432.62     	0.687859   	
2.03e-11   	432.59     	0.688718   	
2.035e-11  	432.55     	0.687826   	
2.04e-11   	432.51     	0.687001   	
2.045e-11  	432.47     	0.686552   	
2.05e-11   	432.44     	0.687328   	
